Constituency,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,%_of_Votes,Tot_Constituency_votes_polled,Tot_votes_by_parties,Winning_votes,Win_Lost_Flag
Alandur,M.HARISH,Tamilaga Vettri Kazhagam,111572,633,112205,42.9,261570,17226030,112205,True
Alandur,T.M.ANBARASAN,Dravida Munnetra Kazhagam,81642,954,82596,31.58,261570,11928996,112205,False
Alandur,S.SARAVANAN,All India Anna Dravida Munnetra Kazhagam,51652,591,52243,19.97,261570,10462146,112205,False
Alandur,Y.G.MAHALAKSHMI,Naam Tamilar Katchi,10346,59,10405,3.98,261570,1972520,112205,False
Alandur,NOTA,None of the Above,1252,11,1263,0.48,261570,199800,112205,False
Alandur,M.HARISH,Independent,845,8,853,0.33,261570,524736,112205,False
Alandur,N.HARI KRISHNAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,315,2,317,0.12,261570,133479,112205,False
Alandur,J.AGNI SELVARASU,Naadaalum Makkal Katchi,230,3,233,0.09,261570,9715,112205,False
Alandur,SENKODI VIJAYALAKSHMI,Independent,231,2,233,0.09,261570,524736,112205,False
Alandur,R.SURESH,Independent,166,2,168,0.06,261570,524736,112205,False
Alandur,R.SARAVANAN,Independent,148,2,150,0.06,261570,524736,112205,False
Alandur,V.ANBARASAN,Independent,119,1,120,0.05,261570,524736,112205,False
Alandur,MAHESH KUMAR,Independent,103,2,105,0.04,261570,524736,112205,False
Alandur,A.VELUSAMY,Puthiya Tamilagam,92,1,93,0.04,261570,93652,112205,False
Alandur,S.ROYAPPAN,Tamizhaga Vaazhvurimai Katchi,89,0,89,0.03,261570,74809,112205,False
Alandur,A.SARAVANAN,Independent,77,1,78,0.03,261570,524736,112205,False
Alandur,ARAVIND CHANDRASEKAR,Indhu Dravida Makkal Katchi,76,1,77,0.03,261570,2112,112205,False
Alandur,S.SARAVANAN,Independent,64,12,76,0.03,261570,524736,112205,False
Alandur,R.SELVAKUMAR,Independent,69,0,69,0.03,261570,524736,112205,False
Alandur,B. KALYANARAMKUMAR,Naam Indiar Party,59,1,60,0.02,261570,4474,112205,False
Alandur,K.VELAYUDHAM,Independent,50,1,51,0.02,261570,524736,112205,False
Alandur,D.SARAVANAN,Independent,38,12,50,0.02,261570,524736,112205,False
Alandur,G.DANIEL ANTONYRAJ,Independent,19,0,19,0.01,261570,524736,112205,False
Alandur,G.RAMANAN,Independent,17,0,17,0.01,261570,524736,112205,False
Alangudi,SIVA.V.MEYYANATHAN,Dravida Munnetra Kazhagam,64162,767,64929,35.98,180483,11928996,64929,True
Alangudi,KANDASAMY,Tamilaga Vettri Kazhagam,51577,375,51952,28.78,180483,17226030,64929,False
Alangudi,DHANA VIMAL,All India Anna Dravida Munnetra Kazhagam,49794,269,50063,27.74,180483,10462146,64929,False
Alangudi,R.RAJARAM,Naam Tamilar Katchi,10531,121,10652,5.9,180483,1972520,64929,False
Alangudi,NOTA,None of the Above,664,9,673,0.37,180483,199800,64929,False
Alangudi,D.PUSHPARAJ,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,603,15,618,0.34,180483,133479,64929,False
Alangudi,R.SURESH,Party for the Rights of Other backward Classes,530,0,530,0.29,180483,4101,64929,False
Alangudi,S MALAIYANDI,Akila Inthiya Makkal Marumalarchi Kazhakam,183,1,184,0.1,180483,425,64929,False
Alangudi,K.MURUGESAN,Independent,174,0,174,0.1,180483,524736,64929,False
Alangudi,SASIKUMAR.P,Independent,155,3,158,0.09,180483,524736,64929,False
Alangudi,B.SELVAM,Independent,131,5,136,0.08,180483,524736,64929,False
Alangudi,S.VANMEGANADHAN,Independent,131,1,132,0.07,180483,524736,64929,False
Alangudi,M.NAGARAJAN,Independent,123,2,125,0.07,180483,524736,64929,False
Alangudi,T.THIRUMARAN,Independent,90,1,91,0.05,180483,524736,64929,False
Alangudi,V.KANNADASSAN,Independent,66,0,66,0.04,180483,524736,64929,False
Alangulam,PAUL MANOJ PANDIAN,Dravida Munnetra Kazhagam,67974,1196,69170,31.32,220857,11928996,69170,True
Alangulam,K R P PRABAKARAN,All India Anna Dravida Munnetra Kazhagam,60584,788,61372,27.79,220857,10462146,69170,False
Alangulam,VIBIN CHAKKARAVARTHY,Tamilaga Vettri Kazhagam,60046,638,60684,27.48,220857,17226030,69170,False
Alangulam,R PAULRAJ,Naam Tamilar Katchi,23017,363,23380,10.59,220857,1972520,69170,False
Alangulam,MADASAMY,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,2113,45,2158,0.98,220857,133479,69170,False
Alangulam,A UDHAYAKUMAR,Puthiya Tamilagam,1590,30,1620,0.73,220857,93652,69170,False
Alangulam,NOTA,None of the Above,961,21,982,0.44,220857,199800,69170,False
Alangulam,JEYANTHI,Independent,426,6,432,0.2,220857,524736,69170,False
Alangulam,R KOTHERIMOHIDEEN,Independent,195,4,199,0.09,220857,524736,69170,False
Alangulam,W JAYSON,Independent,196,0,196,0.09,220857,524736,69170,False
Alangulam,U ARAVIND,Independent,183,6,189,0.09,220857,524736,69170,False
Alangulam,A SUBASH CHANDRA BOSE,Thakkam Katchi,180,2,182,0.08,220857,2416,69170,False
Alangulam,T MARIKUMAR,Independent,151,10,161,0.07,220857,524736,69170,False
Alangulam,K ARUNKUMAR,Independent,111,21,132,0.06,220857,524736,69170,False
Ambasamudram,DR.ESAKKI SUBAYA,All India Anna Dravida Munnetra Kazhagam,64632,957,65589,34.3,191195,10462146,65589,True
Ambasamudram,V.P.DURAI,Indian National Congress,54622,722,55344,28.95,191195,1661312,65589,False
Ambasamudram,S.RAJAGOPAL,Tamilaga Vettri Kazhagam,53087,524,53611,28.04,191195,17226030,65589,False
Ambasamudram,DR.V.SIVASANKARAN,Naam Tamilar Katchi,14669,237,14906,7.8,191195,1972520,65589,False
Ambasamudram,NOTA,None of the Above,1046,14,1060,0.55,191195,199800,65589,False
Ambasamudram,R.ESAIKANNAN,Bahujan Samaj Party,675,10,685,0.36,191195,53369,65589,False
Ambattur,BALAMURUGAN.G,Tamilaga Vettri Kazhagam,132995,344,133339,51.29,259986,17226030,133339,True
Ambattur,DR A.P. POORNIMA,Dravida Munnetra Kazhagam,74156,402,74558,28.68,259986,11928996,133339,False
Ambattur,K.N. SEKAR,Pattali Makkal Katchi,35826,171,35997,13.85,259986,1070745,133339,False
Ambattur,SILAMBARASAN,Naam Tamilar Katchi,11049,39,11088,4.26,259986,1972520,133339,False
Ambattur,NOTA,None of the Above,1474,16,1490,0.57,259986,199800,133339,False
Ambattur,A.KALYANASUNDARAM,Nationalist Janshakti Party,584,4,588,0.23,259986,588,133339,False
Ambattur,R.BALAMURUGAN,Independent,493,0,493,0.19,259986,524736,133339,False
Ambattur,DR. J.SAILAS,Bahujan Samaj Party,441,2,443,0.17,259986,53369,133339,False
Ambattur,DR. S.PRAVEEN,Independent,305,3,308,0.12,259986,524736,133339,False
Ambattur,V. RAMKUMAR,India Suyarajya Party,224,0,224,0.09,259986,224,133339,False
Ambattur,S. MADHAVAN,Independent,179,0,179,0.07,259986,524736,133339,False
Ambattur,M.S. ARUMUGAM,Independent,135,0,135,0.05,259986,524736,133339,False
Ambattur,RAJKUMAR,Tamizhaga Vaazhvurimai Katchi,125,2,127,0.05,259986,74809,133339,False
Ambattur,K. SEKAR,Independent,125,2,127,0.05,259986,524736,133339,False
Ambattur,S. JANARTHANAN,Independent,125,1,126,0.05,259986,524736,133339,False
Ambattur,G.P. SEKAR,Independent,102,1,103,0.04,259986,524736,133339,False
Ambattur,PALANI,Independent,99,4,103,0.04,259986,524736,133339,False
Ambattur,D.K.MESHACK KIRUBAKARAN,Independent,102,0,102,0.04,259986,524736,133339,False
Ambattur,JOTHI.M,Independent,89,0,89,0.03,259986,524736,133339,False
Ambattur,VINAYAGAMOORTHY.R,Independent,82,1,83,0.03,259986,524736,133339,False
Ambattur,P. ARUMUGAM,Independent,77,0,77,0.03,259986,524736,133339,False
Ambattur,G. SAMPATH,Independent,71,1,72,0.03,259986,524736,133339,False
Ambattur,D. PUSHPA,Independent,66,2,68,0.03,259986,524736,133339,False
Ambattur,D. JEYAGANESH,Naam Indiar Party,67,0,67,0.03,259986,4474,133339,False
Ambur,VILWANATHAN. A.C.,Dravida Munnetra Kazhagam,73543,559,74102,37.89,195584,11928996,74102,True
Ambur,IMTHIYAZ PANDARATTUDU ABDU,Tamilaga Vettri Kazhagam,66689,282,66971,34.24,195584,17226030,74102,False
Ambur,VENKATESAN. R,All India Anna Dravida Munnetra Kazhagam,46768,332,47100,24.08,195584,10462146,74102,False
Ambur,AFSHIA NASRIN. S,Naam Tamilar Katchi,4143,42,4185,2.14,195584,1972520,74102,False
Ambur,VISWANATHAN. J,Independent,486,4,490,0.25,195584,524736,74102,False
Ambur,NOTA,None of the Above,465,3,468,0.24,195584,199800,74102,False
Ambur,ASADULLAH. B,Indian National League,457,0,457,0.23,195584,457,74102,False
Ambur,WAZEER AHMED. J,Bahujan Samaj Party,381,3,384,0.2,195584,53369,74102,False
Ambur,SRINATH,Independent,231,0,231,0.12,195584,524736,74102,False
Ambur,SASI REKA. Y,Makkal Arasial Katchi,193,1,194,0.1,195584,1008,74102,False
Ambur,KUMARAVEL. P,Independent,193,0,193,0.1,195584,524736,74102,False
Ambur,VENKATESAN. M,Independent,181,1,182,0.09,195584,524736,74102,False
Ambur,KAREEM BASHA. A,All India Majlis-E-Inquilab-E-Millat,168,0,168,0.09,195584,168,74102,False
Ambur,MUSHTAQ AHMED KUTLAPPAI,Independent,150,1,151,0.08,195584,524736,74102,False
Ambur,FIRDOSE AHMED. M,Independent,124,6,130,0.07,195584,524736,74102,False
Ambur,HAROON RASHEED BADU,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,91,2,93,0.05,195584,133479,74102,False
Ambur,GOVINDHAN. A,All India Youth Development Party,85,0,85,0.04,195584,1203,74102,False
Anaikattu,D.VELAZHAGAN,All India Anna Dravida Munnetra Kazhagam,75629,673,76302,35.27,216318,10462146,76302,True
Anaikattu,A.P.NANDAKUMAR,Dravida Munnetra Kazhagam,68468,753,69221,32.0,216318,11928996,76302,False
Anaikattu,R.VELMURUGAN,Tamilaga Vettri Kazhagam,62602,685,63287,29.26,216318,17226030,76302,False
Anaikattu,M.RAVIKUMAR,Naam Tamilar Katchi,4630,116,4746,2.19,216318,1972520,76302,False
Anaikattu,NOTA,None of the Above,1092,11,1103,0.51,216318,199800,76302,False
Anaikattu,R.SARAVANAN,Namadhu Makkal Katchi,346,5,351,0.16,216318,756,76302,False
Anaikattu,K.MANOHARAN,Independent,318,1,319,0.15,216318,524736,76302,False
Anaikattu,V.S.VENKATESH,Aanaithinthiya Jananayaka Pathukappu Kazhagam,216,1,217,0.1,216318,22964,76302,False
Anaikattu,V.VINOTHKANNA,Tamizhaga Vaazhvurimai Katchi,172,20,192,0.09,216318,74809,76302,False
Anaikattu,P.JAYASEELAN,Puthiya Tamilagam,163,3,166,0.08,216318,93652,76302,False
Anaikattu,R.RAMESH,Independent,150,2,152,0.07,216318,524736,76302,False
Anaikattu,M.NANDHA KUMAR,Independent,91,4,95,0.04,216318,524736,76302,False
Anaikattu,S.SELVAMOORTHY,Independent,87,3,90,0.04,216318,524736,76302,False
Anaikattu,E.SURESH,Independent,75,2,77,0.04,216318,524736,76302,False
Andipatti,MAHARAJAN.A,Dravida Munnetra Kazhagam,73609,715,74324,34.2,217329,11928996,74324,True
Andipatti,PANDI.V,Tamilaga Vettri Kazhagam,63841,929,64770,29.8,217329,17226030,74324,False
Andipatti,LOGIRAJAN.A,All India Anna Dravida Munnetra Kazhagam,62645,698,63343,29.15,217329,10462146,74324,False
Andipatti,GOMATHI .M,Naam Tamilar Katchi,10075,271,10346,4.76,217329,1972520,74324,False
Andipatti,NOTA,None of the Above,998,30,1028,0.47,217329,199800,74324,False
Andipatti,CHELLAPANDIYAN.S,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,570,16,586,0.27,217329,133479,74324,False
Andipatti,ELAYARAJA.M,Puthiya Tamilagam,499,17,516,0.24,217329,93652,74324,False
Andipatti,IRUMBORAI.G,Communist Party of India (Marxist-Leninist) Red Star,503,2,505,0.23,217329,790,74324,False
Andipatti,ESAKKIAMMAL.M,Bahujan Samaj Party,416,4,420,0.19,217329,53369,74324,False
Andipatti,GOPAL.S,Independent,229,3,232,0.11,217329,524736,74324,False
Andipatti,PANDIDURAI.P,Independent,220,0,220,0.1,217329,524736,74324,False
Andipatti,GOPINATH.P,Independent,181,2,183,0.08,217329,524736,74324,False
Andipatti,NEELAKANNAN.T,Independent,158,1,159,0.07,217329,524736,74324,False
Andipatti,JAGADEESAN.P,Independent,151,2,153,0.07,217329,524736,74324,False
Andipatti,MOHAMMED RUKMAN.M,Tamizhaga Vaazhvurimai Katchi,142,6,148,0.07,217329,74809,74324,False
Andipatti,PACKIARAJ.S,Independent,130,3,133,0.06,217329,524736,74324,False
Andipatti,VIJAYARAJ.R,Independent,112,1,113,0.05,217329,524736,74324,False
Andipatti,JEYAMURUGAN.M.P,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,81,1,82,0.04,217329,5624,74324,False
Andipatti,KARUPPAIYA,Independent,67,1,68,0.03,217329,524736,74324,False
Anna Nagar,V.K.RAMKUMAR,Tamilaga Vettri Kazhagam,70986,389,71375,43.7,163339,17226030,71375,True
Anna Nagar,N.CHITRARASU,Dravida Munnetra Kazhagam,49367,645,50012,30.62,163339,11928996,71375,False
Anna Nagar,S.GOKULA INDIRA,All India Anna Dravida Munnetra Kazhagam,33923,459,34382,21.05,163339,10462146,71375,False
Anna Nagar,S.SHANKAR,Naam Tamilar Katchi,4796,43,4839,2.96,163339,1972520,71375,False
Anna Nagar,NOTA,None of the Above,945,18,963,0.59,163339,199800,71375,False
Anna Nagar,S VINESH KUMAR,Independent,286,3,289,0.18,163339,524736,71375,False
Anna Nagar,S.DHAYALAN,Thamizhaga Munnetra Congress,184,2,186,0.11,163339,186,71375,False
Anna Nagar,E.V.S.RAJAKUMAR NAIDU,Tamil Telugu National Party,133,1,134,0.08,163339,642,71375,False
Anna Nagar,T S HABEEB MOHAMMAD,Independent,127,4,131,0.08,163339,524736,71375,False
Anna Nagar,L NARENDRAN,Independent,129,0,129,0.08,163339,524736,71375,False
Anna Nagar,B.ANAND,Thakkam Katchi,124,3,127,0.08,163339,2416,71375,False
Anna Nagar,J NAGARAJ,Independent,126,0,126,0.08,163339,524736,71375,False
Anna Nagar,MOHAMMED BILAL FATHICK,Independent,101,0,101,0.06,163339,524736,71375,False
Anna Nagar,JANARTHANAN P,Independent,71,0,71,0.04,163339,524736,71375,False
Anna Nagar,RAJENDIRAN NAIDU,Independent,70,0,70,0.04,163339,524736,71375,False
Anna Nagar,G.SIVA KUMAR,Independent,57,1,58,0.04,163339,524736,71375,False
Anna Nagar,M HARISHANKAR,Independent,56,1,57,0.03,163339,524736,71375,False
Anna Nagar,L KASINATHAN,Independent,50,0,50,0.03,163339,524736,71375,False
Anna Nagar,S SATHISH KUMAR,Independent,50,0,50,0.03,163339,524736,71375,False
Anna Nagar,G OMPRAKASH,Independent,39,2,41,0.03,163339,524736,71375,False
Anna Nagar,M SELVAMUTHUKUMAR,Independent,36,0,36,0.02,163339,524736,71375,False
Anna Nagar,RAMAMOORTHY E,Independent,33,2,35,0.02,163339,524736,71375,False
Anna Nagar,S ANSAR ALI,Independent,24,3,27,0.02,163339,524736,71375,False
Anna Nagar,M MANOHARAN,Independent,26,1,27,0.02,163339,524736,71375,False
Anna Nagar,N.P.RAJHA,Naam Indiar Party,23,0,23,0.01,163339,4474,71375,False
Anthiyur,HARIBASKAR.P,All India Anna Dravida Munnetra Kazhagam,59183,859,60042,32.32,185775,10462146,60042,True
Anthiyur,SIVABALAN.M,Dravida Munnetra Kazhagam,57640,1142,58782,31.64,185775,11928996,60042,False
Anthiyur,VIJAY VENKATESH.M,Tamilaga Vettri Kazhagam,55726,646,56372,30.34,185775,17226030,60042,False
Anthiyur,AALANGATTUR ANANDHI,Naam Tamilar Katchi,5164,123,5287,2.85,185775,1972520,60042,False
Anthiyur,VEERAN.K,Independent,988,2,990,0.53,185775,524736,60042,False
Anthiyur,DHANABAL.C,Independent,778,4,782,0.42,185775,524736,60042,False
Anthiyur,NOTA,None of the Above,730,24,754,0.41,185775,199800,60042,False
Anthiyur,RAMASAMY.S,Samaniya Makkal Nala Katchi,611,0,611,0.33,185775,5144,60042,False
Anthiyur,GOBAL.S.C.R,Aanaithinthiya Jananayaka Pathukappu Kazhagam,425,7,432,0.23,185775,22964,60042,False
Anthiyur,EASWARAMURTHI.K,Tamizhaga Vaazhvurimai Katchi,381,9,390,0.21,185775,74809,60042,False
Anthiyur,KAVIBHARATHI.K,Bahujan Samaj Party,374,6,380,0.2,185775,53369,60042,False
Anthiyur,SANKARKUMAR.K.A,Independent,330,0,330,0.18,185775,524736,60042,False
Anthiyur,SHEIK DAVOOD.A.M,Independent,249,1,250,0.13,185775,524736,60042,False
Anthiyur,KARTHI.M,Independent,196,1,197,0.11,185775,524736,60042,False
Anthiyur,SELVI.A,Independent,173,3,176,0.09,185775,524736,60042,False
Arakkonam,V. GANDHIRAJ,Tamilaga Vettri Kazhagam,73358,418,73776,40.46,182340,17226030,73776,True
Arakkonam,EZHIL CAROLINE,Viduthalai Chiruthaigal Katchi,50255,400,50655,27.78,182340,540056,73776,False
Arakkonam,S. RAVI,All India Anna Dravida Munnetra Kazhagam,49638,414,50052,27.45,182340,10462146,73776,False
Arakkonam,K. RAJKUMAR,Naam Tamilar Katchi,5134,57,5191,2.85,182340,1972520,73776,False
Arakkonam,NOTA,None of the Above,889,10,899,0.49,182340,199800,73776,False
Arakkonam,P. SUDHAKAR,Bahujan Samaj Party,441,10,451,0.25,182340,53369,73776,False
Arakkonam,VETRIVEL. M,Aanaithinthiya Jananayaka Pathukappu Kazhagam,249,2,251,0.14,182340,22964,73776,False
Arakkonam,N. PRAVEENKUMAR,Independent,238,0,238,0.13,182340,524736,73776,False
Arakkonam,N. LAKSHMIPATHY,Tamizhaga Vaazhvurimai Katchi,228,1,229,0.13,182340,74809,73776,False
Arakkonam,T. MURALIDHARAN,Independent,195,2,197,0.11,182340,524736,73776,False
Arakkonam,M. SANTHANAM,Independent,148,2,150,0.08,182340,524736,73776,False
Arakkonam,G. MOHAN,Independent,106,0,106,0.06,182340,524736,73776,False
Arakkonam,M. MANIKANDAN,Independent,75,0,75,0.04,182340,524736,73776,False
Arakkonam,P. GOVINDARAJ,Independent,69,1,70,0.04,182340,524736,73776,False
Arani,JAYASUDHA. L,All India Anna Dravida Munnetra Kazhagam,75881,854,76735,33.34,230162,10462146,76735,True
Arani,MAHALAKSHMI GOVARTHANAN,Dravida Munnetra Kazhagam,70213,891,71104,30.89,230162,11928996,76735,False
Arani,VENKATESH KUMAR. D,Tamilaga Vettri Kazhagam,70191,666,70857,30.79,230162,17226030,76735,False
Arani,DHAVAMANI. R,Naam Tamilar Katchi,6722,166,6888,2.99,230162,1972520,76735,False
Arani,NOTA,None of the Above,694,13,707,0.31,230162,199800,76735,False
Arani,BASKARAN. S,Independent,423,1,424,0.18,230162,524736,76735,False
Arani,DHAMOTHARAN. M,Independent,387,0,387,0.17,230162,524736,76735,False
Arani,MAHALAKSHMI. G,Independent,357,2,359,0.16,230162,524736,76735,False
Arani,GANAPATHY. S,Thamizhaka Padaippalar Makkal Katchi,355,3,358,0.16,230162,4020,76735,False
Arani,KALAIMANI. V,Aanaithinthiya Jananayaka Pathukappu Kazhagam,288,4,292,0.13,230162,22964,76735,False
Arani,SUDHA. S,Independent,257,0,257,0.11,230162,524736,76735,False
Arani,SARAVANAN. S,Independent,228,1,229,0.1,230162,524736,76735,False
Arani,SILAMBARASAN. C,Independent,202,0,202,0.09,230162,524736,76735,False
Arani,SAKTHIVEL. S,Independent,171,13,184,0.08,230162,524736,76735,False
Arani,SETHURAMA SASTHRI. G,Independent,178,0,178,0.08,230162,524736,76735,False
Arani,TAMILMANNAN. D,Samaniya Makkal Nala Katchi,164,0,164,0.07,230162,5144,76735,False
Arani,EKAMBARAM. V,Independent,122,32,154,0.07,230162,524736,76735,False
Arani,SURESH. S,Tamizhaga Vaazhvurimai Katchi,131,12,143,0.06,230162,74809,76735,False
Arani,MAHALAKSHMI. G,Independent,115,2,117,0.05,230162,524736,76735,False
Arani,AMMU. V,Independent,100,4,104,0.05,230162,524736,76735,False
Arani,JAYANTHI. M,Independent,89,1,90,0.04,230162,524736,76735,False
Arani,SELVAKOTTI. E,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,68,0,68,0.03,230162,5624,76735,False
Arani,JAYANTHI. E,Independent,59,1,60,0.03,230162,524736,76735,False
Arani,VENKATESAN. P,Independent,53,0,53,0.02,230162,524736,76735,False
Arani,VINOTH. A,Independent,47,1,48,0.02,230162,524736,76735,False
Aranthangi,MOHAMED FARVAS. J,Tamilaga Vettri Kazhagam,72661,583,73244,40.08,182730,17226030,73244,True
Aranthangi,RAMACHANDRAN . T,Indian National Congress,62449,733,63182,34.58,182730,1661312,73244,False
Aranthangi,KAVITHA SRIKANTH,Bharatiya Janata Party,31147,309,31456,17.21,182730,1466979,73244,False
Aranthangi,MUTHULAKSHMI. S,Naam Tamilar Katchi,9871,104,9975,5.46,182730,1972520,73244,False
Aranthangi,SHAHUL HAMEED . N,Independent,798,0,798,0.44,182730,524736,73244,False
Aranthangi,NAZIM KHAN. M,Tamizhaga Vaazhvurimai Katchi,767,7,774,0.42,182730,74809,73244,False
Aranthangi,KALIMUTHU. P,Independent,754,8,762,0.42,182730,524736,73244,False
Aranthangi,NOTA,None of the Above,575,5,580,0.32,182730,199800,73244,False
Aranthangi,DHETCHNA MOORTHY. DOCTOR. S,Independent,401,7,408,0.22,182730,524736,73244,False
Aranthangi,ABDUL JAFFAR. S,Independent,319,3,322,0.18,182730,524736,73244,False
Aranthangi,MURUGARETHINAM. T,Independent,302,3,305,0.17,182730,524736,73244,False
Aranthangi,SUNDAR . A,Independent,291,2,293,0.16,182730,524736,73244,False
Aranthangi,ARUNAGIRI . M,Independent,209,1,210,0.11,182730,524736,73244,False
Aranthangi,KARTHIKEYAN. N,Independent,147,2,149,0.08,182730,524736,73244,False
Aranthangi,AIYAPPAN,Independent,136,2,138,0.08,182730,524736,73244,False
Aranthangi,UDAIYAPPAN. M,Independent,134,0,134,0.07,182730,524736,73244,False
Aravakurichi,ELANGO. R,Dravida Munnetra Kazhagam,70058,769,70827,39.11,181078,11928996,70827,True
Aravakurichi,KARTHIKEYAN. P,Tamilaga Vettri Kazhagam,51118,327,51445,28.41,181078,17226030,70827,False
Aravakurichi,SELVAKUMAR. K,All India Anna Dravida Munnetra Kazhagam,48823,466,49289,27.22,181078,10462146,70827,False
Aravakurichi,NAREN. S,Naam Tamilar Katchi,5083,71,5154,2.85,181078,1972520,70827,False
Aravakurichi,NOTA,None of the Above,626,11,637,0.35,181078,199800,70827,False
Aravakurichi,RAVI. AG,Tamizhaga Vaazhvurimai Katchi,392,6,398,0.22,181078,74809,70827,False
Aravakurichi,SUGANYA. S,Bahujan Samaj Party,354,5,359,0.2,181078,53369,70827,False
Aravakurichi,TAMILARASAN. M,Independent,346,0,346,0.19,181078,524736,70827,False
Aravakurichi,NATARAJAN. P,Independent,326,0,326,0.18,181078,524736,70827,False
Aravakurichi,ASIYA BEGUM,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,290,0,290,0.16,181078,133479,70827,False
Aravakurichi,SOWMIYA. R,Independent,284,0,284,0.16,181078,524736,70827,False
Aravakurichi,BOOPATHY. S,Independent,283,1,284,0.16,181078,524736,70827,False
Aravakurichi,SAKTHIVEL. R,Viduthalai Kalam Katchi,210,1,211,0.12,181078,211,70827,False
Aravakurichi,NARENDRAKUMAR. G,Independent,158,0,158,0.09,181078,524736,70827,False
Aravakurichi,SIVALINGAM. T,Independent,120,2,122,0.07,181078,524736,70827,False
Aravakurichi,SILAMBARASAN. P,Independent,114,0,114,0.06,181078,524736,70827,False
Aravakurichi,NATCHIMUTHU. V,Independent,92,0,92,0.05,181078,524736,70827,False
Aravakurichi,MANIKANDAN. T,Independent,86,0,86,0.05,181078,524736,70827,False
Aravakurichi,RAJASEKARAN. N,Independent,70,0,70,0.04,181078,524736,70827,False
Aravakurichi,ARASUMANI. G,Independent,61,0,61,0.03,181078,524736,70827,False
Aravakurichi,KIRUBANANTH. S,Independent,61,0,61,0.03,181078,524736,70827,False
Aravakurichi,MATHIYALAGAN. P,Independent,58,0,58,0.03,181078,524736,70827,False
Aravakurichi,RAJENDARAN. N,Independent,56,0,56,0.03,181078,524736,70827,False
Aravakurichi,ARIVALAGAN. M,Independent,51,0,51,0.03,181078,524736,70827,False
Aravakurichi,KAVIYARASU. T,Independent,49,1,50,0.03,181078,524736,70827,False
Aravakurichi,KATHIRESAN. M,Independent,49,0,49,0.03,181078,524736,70827,False
Aravakurichi,PRAVEEN. S,Independent,47,0,47,0.03,181078,524736,70827,False
Aravakurichi,MOHANKUMAR. K,Independent,47,0,47,0.03,181078,524736,70827,False
Aravakurichi,RAMALINGAM. V,Independent,38,0,38,0.02,181078,524736,70827,False
Aravakurichi,RAGUPATHI. S,Independent,35,0,35,0.02,181078,524736,70827,False
Aravakurichi,MURUGESAN. R,Independent,33,0,33,0.02,181078,524736,70827,False
Arcot,S.M.SUKUMAR,All India Anna Dravida Munnetra Kazhagam,104696,912,105608,46.77,225786,10462146,105608,True
Arcot,G.VIJAY MOHAN,Tamilaga Vettri Kazhagam,62035,853,62888,27.85,225786,17226030,105608,False
Arcot,J.L.ESWARAPPAN,Dravida Munnetra Kazhagam,48306,534,48840,21.63,225786,11928996,105608,False
Arcot,ARCHANA NARASIMMAN,Naam Tamilar Katchi,5381,137,5518,2.44,225786,1972520,105608,False
Arcot,NOTA,None of the Above,644,12,656,0.29,225786,199800,105608,False
Arcot,M.VASANTHAKUMAR,Bahujan Samaj Party,459,9,468,0.21,225786,53369,105608,False
Arcot,K.MANIKANDAN,Independent,397,0,397,0.18,225786,524736,105608,False
Arcot,A.VIJAY,Independent,365,4,369,0.16,225786,524736,105608,False
Arcot,S.P.SHANMUGAM,Aanaithinthiya Jananayaka Pathukappu Kazhagam,244,8,252,0.11,225786,22964,105608,False
Arcot,V.GANDHI,Vanchit Bahujan Aaghadi,192,5,197,0.09,225786,1027,105608,False
Arcot,V.SEETHARAMAN,Anti Corruption Dynamic Party,161,7,168,0.07,225786,4558,105608,False
Arcot,P.VENKATESAN,Tamizhaga Vaazhvurimai Katchi,146,5,151,0.07,225786,74809,105608,False
Arcot,V.SHANTHI,Independent,105,8,113,0.05,225786,524736,105608,False
Arcot,ESWARAPPAN.M,Independent,95,8,103,0.05,225786,524736,105608,False
Arcot,R.INDHUMATHI,Independent,58,0,58,0.03,225786,524736,105608,False
Ariyalur,RAJENDRAN S,All India Anna Dravida Munnetra Kazhagam,94468,751,95219,40.37,235858,10462146,95219,True
Ariyalur,LATHA BALU,Dravida Munnetra Kazhagam,70092,629,70721,29.98,235858,11928996,95219,False
Ariyalur,SIVAKUMAR M,Tamilaga Vettri Kazhagam,57001,358,57359,24.32,235858,17226030,95219,False
Ariyalur,PUGAZHENDHI D,Naam Tamilar Katchi,8425,102,8527,3.62,235858,1972520,95219,False
Ariyalur,JOTHIBASU K,Independent,690,1,691,0.29,235858,524736,95219,False
Ariyalur,NOTA,None of the Above,633,8,641,0.27,235858,199800,95219,False
Ariyalur,THANGA. SHANMUGA SUNDARAM,Naadaalum Makkal Katchi,634,3,637,0.27,235858,9715,95219,False
Ariyalur,VETRIVEL G,Independent,553,1,554,0.23,235858,524736,95219,False
Ariyalur,STALIN V,Bahujan Samaj Party,472,3,475,0.2,235858,53369,95219,False
