Constituency,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,%_of_Votes,Tot_Constituency_votes_polled,Tot_votes_by_parties,Winning_votes,Win_Lost_Flag
Erode (West),M. YUVARAJA,Bharatiya Janata Party,37666,519,38185,17.25,221400,1466979,96836,False
Erode (West),N. VIJAY,Naam Tamilar Katchi,8047,77,8124,3.67,221400,1972520,96836,False
Erode (West),NOTA,None of the Above,1236,21,1257,0.57,221400,199800,96836,False
Erode (West),V . PALANI,Bahujan Samaj Party,515,1,516,0.23,221400,53369,96836,False
Erode (West),K. KALAIYARASAN,Party for the Rights of Other backward Classes,434,5,439,0.2,221400,4101,96836,False
Erode (West),C. RAJENDRAN,Independent,330,2,332,0.15,221400,524736,96836,False
Erode (West),SHANMUGAM M.,Independent,234,1,235,0.11,221400,524736,96836,False
Erode (West),A. RAMU,Independent,226,1,227,0.1,221400,524736,96836,False
Erode (West),MOORTHI P.,Independent,202,3,205,0.09,221400,524736,96836,False
Erode (West),M. NATARAJ,Vishwa Tamil Kazhagam,176,1,177,0.08,221400,3576,96836,False
Erode (West),V. DHANALAKSHMI,Tamizhaga Vaazhvurimai Katchi,161,2,163,0.07,221400,74809,96836,False
Erode (West),M. RUKMANI,Samaniya Makkal Nala Katchi,116,2,118,0.05,221400,5144,96836,False
Gandarvakkottai,N. SUBRAMANIAN,Tamilaga Vettri Kazhagam,58386,409,58795,35.08,167618,17226030,58795,True
Gandarvakkottai,C. UTHAYAKUMAR,Bharatiya Janata Party,47427,329,47756,28.49,167618,1466979,58795,False
Gandarvakkottai,M. CHINNADURAI,Communist Party of India (Marxist),46188,546,46734,27.88,167618,293817,58795,False
Gandarvakkottai,NATHIYA,Naam Tamilar Katchi,10082,107,10189,6.08,167618,1972520,58795,False
Gandarvakkottai,NOTA,None of the Above,1120,7,1127,0.67,167618,199800,58795,False
Gandarvakkottai,ARUNKUMAR . S,Independent,642,11,653,0.39,167618,524736,58795,False
Gandarvakkottai,SENTHILKUMAR N,Independent,637,5,642,0.38,167618,524736,58795,False
Gandarvakkottai,M. LAKSHMANAN,Independent,584,0,584,0.35,167618,524736,58795,False
Gandarvakkottai,DHANARASU,Namadhu Makkal Katchi,403,2,405,0.24,167618,756,58795,False
Gandarvakkottai,T. MURUGESAN,Independent,403,1,404,0.24,167618,524736,58795,False
Gandarvakkottai,SASIKUMAR P,Independent,320,9,329,0.2,167618,524736,58795,False
Gangavalli,NALLATHAMBI. A,All India Anna Dravida Munnetra Kazhagam,72152,1015,73167,37.2,196679,10462146,73167,True
Gangavalli,CHINNADURAI. K,Dravida Munnetra Kazhagam,57619,1144,58763,29.88,196679,11928996,73167,False
Gangavalli,SUJATHA. V,Tamilaga Vettri Kazhagam,54756,535,55291,28.11,196679,17226030,73167,False
Gangavalli,ABIRAMI. A,Naam Tamilar Katchi,6134,108,6242,3.17,196679,1972520,73167,False
Gangavalli,NOTA,None of the Above,712,19,731,0.37,196679,199800,73167,False
Gangavalli,BALAKRISHNAN. P,Bahujan Samaj Party,530,3,533,0.27,196679,53369,73167,False
Gangavalli,DHANAPAL. S,Independent,439,5,444,0.23,196679,524736,73167,False
Gangavalli,RAMESH. S,Independent,389,1,390,0.2,196679,524736,73167,False
Gangavalli,KAVIARASAN. T.T,Tamizhaga Vaazhvurimai Katchi,230,4,234,0.12,196679,74809,73167,False
Gangavalli,MARIMUTHU. S,Puthiya Tamilagam,218,2,220,0.11,196679,93652,73167,False
Gangavalli,KANNAN. S,Independent,212,0,212,0.11,196679,524736,73167,False
Gangavalli,TAMILARASAN. T,Independent,189,7,196,0.1,196679,524736,73167,False
Gangavalli,ANBAZHAGAN. S,Anna Makkal Katchi,149,2,151,0.08,196679,1197,73167,False
Gangavalli,GUNAPRAKASH. D,Independent,105,0,105,0.05,196679,524736,73167,False
Gingee,GANESHKUMAR A,Pattali Makkal Katchi,77324,877,78201,36.1,216652,1070745,78201,True
Gingee,GINGEE MASTHAN K S,Dravida Munnetra Kazhagam,64795,761,65556,30.26,216652,11928996,78201,False
Gingee,CHANDRASEKARAN B,Tamilaga Vettri Kazhagam,61209,400,61609,28.44,216652,17226030,78201,False
Gingee,ADVOCATE KRISHNAN E,Naam Tamilar Katchi,6296,75,6371,2.94,216652,1972520,78201,False
Gingee,NOTA,None of the Above,495,13,508,0.23,216652,199800,78201,False
Gingee,RAMESH R,Independent,483,0,483,0.22,216652,524736,78201,False
Gingee,MUNUSAMY A,Independent,435,0,435,0.2,216652,524736,78201,False
Gingee,SAKTHIVEL A,Thakkam Katchi,431,1,432,0.2,216652,2416,78201,False
Gingee,PRABAKARAN M,Independent,431,0,431,0.2,216652,524736,78201,False
Gingee,RASANAYAGAM N,Tamizhaga Vaazhvurimai Katchi,415,5,420,0.19,216652,74809,78201,False
Gingee,POYYATHAPPAN K,Independent,411,0,411,0.19,216652,524736,78201,False
Gingee,RANGARAJAN E,Bahujan Samaj Party,379,2,381,0.18,216652,53369,78201,False
Gingee,DEVENDIRAN M,Independent,319,0,319,0.15,216652,524736,78201,False
Gingee,PERUMAL N,Aanaithinthiya Jananayaka Pathukappu Kazhagam,280,5,285,0.13,216652,22964,78201,False
Gingee,THANIGAIMALAI R,Anti Corruption Dynamic Party,174,0,174,0.08,216652,4558,78201,False
Gingee,SRIDHAR G,Independent,160,0,160,0.07,216652,524736,78201,False
Gingee,MOHAN A,Independent,153,0,153,0.07,216652,524736,78201,False
Gingee,MOHAMMAD SIDDIQ M H,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,127,1,128,0.06,216652,5624,78201,False
Gingee,GOKULRAJ S,Independent,105,8,113,0.05,216652,524736,78201,False
Gingee,BANUKUMAR R,Independent,82,0,82,0.04,216652,524736,78201,False
Gobichettipalayam,SENGOTTAIYAN.K.A,Tamilaga Vettri Kazhagam,81628,984,82612,37.6,219727,17226030,82612,True
Gobichettipalayam,NALLASIVAM.N,Dravida Munnetra Kazhagam,64933,1059,65992,30.03,219727,11928996,82612,False
Gobichettipalayam,PRABHU.V.B,All India Anna Dravida Munnetra Kazhagam,55660,572,56232,25.59,219727,10462146,82612,False
Gobichettipalayam,SEETHALAKSHMI.M.K,Naam Tamilar Katchi,8010,127,8137,3.7,219727,1972520,82612,False
Gobichettipalayam,THIRUVENGATESH.M,Tamizhaga Vaazhvurimai Katchi,1717,29,1746,0.79,219727,74809,82612,False
Gobichettipalayam,NOTA,None of the Above,884,23,907,0.41,219727,199800,82612,False
Gobichettipalayam,RAVIKUMAR.R,Bahujan Samaj Party,758,2,760,0.35,219727,53369,82612,False
Gobichettipalayam,PALANISAMYRAAJ.M,Independent,533,6,539,0.25,219727,524736,82612,False
Gobichettipalayam,BHUVANESHWARI.A,Independent,498,1,499,0.23,219727,524736,82612,False
Gobichettipalayam,VENKATACHALAM,Independent,468,2,470,0.21,219727,524736,82612,False
Gobichettipalayam,DHANAPAL.K,Independent,346,3,349,0.16,219727,524736,82612,False
Gobichettipalayam,SUMATHI.G,Independent,330,2,332,0.15,219727,524736,82612,False
Gobichettipalayam,SELVAKUMAR.R,Independent,289,3,292,0.13,219727,524736,82612,False
Gobichettipalayam,MALARVIZHI,Party for the Rights of Other backward Classes,197,0,197,0.09,219727,4101,82612,False
Gobichettipalayam,ANANDHAKUMAR.M,Independent,159,2,161,0.07,219727,524736,82612,False
Gobichettipalayam,RAMESH.P,Independent,148,1,149,0.07,219727,524736,82612,False
Gobichettipalayam,SEETHA.R,Independent,138,1,139,0.06,219727,524736,82612,False
Gobichettipalayam,SAKTHIVEL.G,Independent,113,1,114,0.05,219727,524736,82612,False
Gobichettipalayam,SHANMUGAM.G,Independent,100,0,100,0.05,219727,524736,82612,False
Gudalur,DHRAVIDAMANI.M,Dravida Munnetra Kazhagam,64926,664,65590,43.37,151241,11928996,65590,True
Gudalur,PON.JAYASEELAN,All India Anna Dravida Munnetra Kazhagam,42268,489,42757,28.27,151241,10462146,65590,False
Gudalur,DEEPAK SAI KISHORE.A,Tamilaga Vettri Kazhagam,34756,206,34962,23.12,151241,17226030,65590,False
Gudalur,KARTHIK.R,Naam Tamilar Katchi,6148,51,6199,4.1,151241,1972520,65590,False
Gudalur,NOTA,None of the Above,863,8,871,0.58,151241,199800,65590,False
Gudalur,THILAGARAJ.N,Independent,442,1,443,0.29,151241,524736,65590,False
Gudalur,RAJ.S.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,417,2,419,0.28,151241,5624,65590,False
Gudiyattam,K.SINDU,Tamilaga Vettri Kazhagam,82474,384,82858,36.17,229076,17226030,82858,True
Gudiyattam,K.B.PRADAP,Desiya Murpokku Dravida Kazhagam,72351,410,72761,31.76,229076,589500,82858,False
Gudiyattam,PARITHA PURUSHOTHAMAN.G,All India Anna Dravida Munnetra Kazhagam,63635,487,64122,27.99,229076,10462146,82858,False
Gudiyattam,J.EMALAN,Naam Tamilar Katchi,5735,67,5802,2.53,229076,1972520,82858,False
Gudiyattam,NOTA,None of the Above,792,7,799,0.35,229076,199800,82858,False
Gudiyattam,T.POOVARASAN,Bahujan Samaj Party,692,5,697,0.3,229076,53369,82858,False
Gudiyattam,SUBAKARAN.A,Independent,515,4,519,0.23,229076,524736,82858,False
Gudiyattam,BHARATH MATHIRUBAN,Independent,400,0,400,0.17,229076,524736,82858,False
Gudiyattam,K.ASHA,Puthiya Tamilagam,383,0,383,0.17,229076,93652,82858,False
Gudiyattam,K.THABITHAL,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,349,2,351,0.15,229076,133479,82858,False
Gudiyattam,A.RAJESH,Independent,226,1,227,0.1,229076,524736,82858,False
Gudiyattam,M.SUMATHI,Independent,151,6,157,0.07,229076,524736,82858,False
Gummidipoondi,S.VIJAYAKUMAR,Tamilaga Vettri Kazhagam,93820,500,94320,40.56,232522,17226030,94320,True
Gummidipoondi,SUDHAKAR.V,All India Anna Dravida Munnetra Kazhagam,65894,481,66375,28.55,232522,10462146,94320,False
Gummidipoondi,T.J.GOVINDARAJAN,Dravida Munnetra Kazhagam,61922,570,62492,26.88,232522,11928996,94320,False
Gummidipoondi,"R.SRIDAR. B.L.,",Naam Tamilar Katchi,4707,49,4756,2.05,232522,1972520,94320,False
Gummidipoondi,NOTA,None of the Above,931,6,937,0.4,232522,199800,94320,False
Gummidipoondi,M.JAGADEESAN,Bahujan Samaj Party,695,2,697,0.3,232522,53369,94320,False
Gummidipoondi,SDK SANKAR,Aanaithinthiya Jananayaka Pathukappu Kazhagam,593,6,599,0.26,232522,22964,94320,False
Gummidipoondi,G.RANJITH B.SC.L.L.B,Independent,502,1,503,0.22,232522,524736,94320,False
Gummidipoondi,K. CHANDRA SEKAR,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,335,1,336,0.14,232522,5624,94320,False
Gummidipoondi,D.SUDHAKAR,Independent,319,2,321,0.14,232522,524736,94320,False
Gummidipoondi,M.KUMARAN,Independent,260,0,260,0.11,232522,524736,94320,False
Gummidipoondi,D.DINESH,Independent,222,0,222,0.1,232522,524736,94320,False
Gummidipoondi,V.SUDHAKAR,Independent,217,0,217,0.09,232522,524736,94320,False
Gummidipoondi,T.GOVINDAN,Independent,205,1,206,0.09,232522,524736,94320,False
Gummidipoondi,GOPAL.K,Independent,174,3,177,0.08,232522,524736,94320,False
Gummidipoondi,A.H. SIVA GANESH,Independent,104,0,104,0.04,232522,524736,94320,False
Harbour,P K SEKARBABU,Dravida Munnetra Kazhagam,45073,181,45254,45.43,99622,11928996,45254,True
Harbour,SINORA P S ASHOK,Tamilaga Vettri Kazhagam,33426,78,33504,33.63,99622,17226030,45254,False
Harbour,R MANOHAR,All India Anna Dravida Munnetra Kazhagam,17191,65,17256,17.32,99622,10462146,45254,False
Harbour,R FOUZAN SHARIFF,Naam Tamilar Katchi,1598,9,1607,1.61,99622,1972520,45254,False
Harbour,NOTA,None of the Above,600,0,600,0.6,99622,199800,45254,False
Harbour,SIVALINGAM ASHOK,Independent,289,2,291,0.29,99622,524736,45254,False
Harbour,M SURESH,Bahujan Samaj Party,231,1,232,0.23,99622,53369,45254,False
Harbour,SANKAR A,Independent,197,0,197,0.2,99622,524736,45254,False
Harbour,BABU SINGH,Independent,108,0,108,0.11,99622,524736,45254,False
Harbour,ASHOK KUMAR,Independent,76,0,76,0.08,99622,524736,45254,False
Harbour,G VISU,Independent,73,0,73,0.07,99622,524736,45254,False
Harbour,S GANESH,Independent,63,2,65,0.07,99622,524736,45254,False
Harbour,K E MANOHAR,Independent,56,0,56,0.06,99622,524736,45254,False
Harbour,T VIJAYARAJ,Independent,53,0,53,0.05,99622,524736,45254,False
Harbour,P VIJAYAKUMAR,Independent,46,0,46,0.05,99622,524736,45254,False
Harbour,J M NIRAIMOZHI,Independent,34,0,34,0.03,99622,524736,45254,False
Harbour,A NEPOLIAN,Independent,30,0,30,0.03,99622,524736,45254,False
Harbour,J SHANMUGAPRIYAN,Independent,28,0,28,0.03,99622,524736,45254,False
Harbour,V JAGADEESAN,Independent,26,0,26,0.03,99622,524736,45254,False
Harbour,D KABILAN,Independent,21,1,22,0.02,99622,524736,45254,False
Harbour,R DINESH,Independent,20,0,20,0.02,99622,524736,45254,False
Harbour,M KALAIVENTHAN,Independent,18,0,18,0.02,99622,524736,45254,False
Harbour,S VEERABATHRAN,Independent,16,0,16,0.02,99622,524736,45254,False
Harbour,I VINOD,Independent,10,0,10,0.01,99622,524736,45254,False
Harur,SAMPATHKUMAR. V,All India Anna Dravida Munnetra Kazhagam,74063,1460,75523,34.32,220042,10462146,75523,True
Harur,SHANMUGAM. A,Dravida Munnetra Kazhagam,70263,1931,72194,32.81,220042,11928996,75523,False
Harur,RAKESH. K,Tamilaga Vettri Kazhagam,61685,1071,62756,28.52,220042,17226030,75523,False
Harur,ANITHA. A,Naam Tamilar Katchi,5055,190,5245,2.38,220042,1972520,75523,False
Harur,NOTA,None of the Above,758,24,782,0.36,220042,199800,75523,False
Harur,NEHRU. G,Bahujan Samaj Party,690,6,696,0.32,220042,53369,75523,False
Harur,MARIKANNU. C,Republican Party of India (Athawale),622,30,652,0.3,220042,11047,75523,False
Harur,KARUTHAMMAL. S,Naadaalum Makkal Katchi,481,6,487,0.22,220042,9715,75523,False
Harur,PARTHIPAN. P,Independent,444,1,445,0.2,220042,524736,75523,False
Harur,THANGAVEL. K,Independent,437,4,441,0.2,220042,524736,75523,False
Harur,SAMPATH. C,Independent,215,2,217,0.1,220042,524736,75523,False
Harur,MANILA. S,Tamizhaga Vaazhvurimai Katchi,209,4,213,0.1,220042,74809,75523,False
Harur,VENKATESH (A) DR. V.K. SWAMY,Bharat Jan Chikitsa Party,158,3,161,0.07,220042,276,75523,False
Harur,KUPPURAJ. K,Tamilar Makkal Katchi,119,1,120,0.05,220042,2056,75523,False
Harur,SAMPATH. K,Independent,107,3,110,0.05,220042,524736,75523,False
Hosur,BALAKRISHNAREDDY. P,All India Anna Dravida Munnetra Kazhagam,109047,820,109867,39.55,277770,10462146,109867,True
Hosur,VENDARKARASAN.S,Tamilaga Vettri Kazhagam,81604,460,82064,29.54,277770,17226030,109867,False
Hosur,SATHYA.S.A.,Dravida Munnetra Kazhagam,72966,807,73773,26.56,277770,11928996,109867,False
Hosur,STALIN.R,Naam Tamilar Katchi,7573,59,7632,2.75,277770,1972520,109867,False
Hosur,NOTA,None of the Above,1585,29,1614,0.58,277770,199800,109867,False
Hosur,SURYA. Y,Republican Party of India (Athawale),1154,21,1175,0.42,277770,11047,109867,False
Hosur,MASOOD.S,Independent,290,2,292,0.11,277770,524736,109867,False
Hosur,RAJENDRAN.P,Independent,270,1,271,0.1,277770,524736,109867,False
Hosur,PONNUMANI.R,Tamilar Makkal Katchi,238,2,240,0.09,277770,2056,109867,False
Hosur,MARIYA FRANCIS.S,Independent,235,3,238,0.09,277770,524736,109867,False
Hosur,GANESH.M,Independent,189,1,190,0.07,277770,524736,109867,False
Hosur,PATTABIRAMA. C,Independent,174,2,176,0.06,277770,524736,109867,False
Hosur,DEVAPPA.Y,Independent,134,1,135,0.05,277770,524736,109867,False
Hosur,DR.SHANMUGAM.A.R.,Independent,102,1,103,0.04,277770,524736,109867,False
Jayankondam,VAITHILINGAM G.,Pattali Makkal Katchi,87999,993,88992,38.94,228548,1070745,88992,True
Jayankondam,KANNAN KA.SO.KA.,Dravida Munnetra Kazhagam,69703,799,70502,30.85,228548,11928996,88992,False
Jayankondam,KAVITHA RAJENDRAN G.,Tamilaga Vettri Kazhagam,55101,437,55538,24.3,228548,17226030,88992,False
Jayankondam,REVATHI K.,Naam Tamilar Katchi,6118,74,6192,2.71,228548,1972520,88992,False
Jayankondam,RAVISANKAR N.,Aanaithinthiya Jananayaka Pathukappu Kazhagam,1196,7,1203,0.53,228548,22964,88992,False
Jayankondam,CHANTHIRASEKAR S.,Independent,984,0,984,0.43,228548,524736,88992,False
Jayankondam,VINOTHSAVARIREMIJEAS C.,Independent,791,1,792,0.35,228548,524736,88992,False
Jayankondam,RAVANAN M.,Naadaalum Makkal Katchi,707,4,711,0.31,228548,9715,88992,False
Jayankondam,SANKAR M.,Rashtriya Samaj Dal (R),606,2,608,0.27,228548,1760,88992,False
Jayankondam,ANANDHAKUMAR R.,Independent,582,1,583,0.26,228548,524736,88992,False
Jayankondam,JAYABALAN G.,Vada Tamil Nadu Munnetra Katchi,528,0,528,0.23,228548,635,88992,False
Jayankondam,CHINNADURAI S.,Bahujan Samaj Party,470,5,475,0.21,228548,53369,88992,False
Jayankondam,NOTA,None of the Above,403,13,416,0.18,228548,199800,88992,False
Jayankondam,PAGUTHARIVALAN A.,Tamizhaga Vaazhvurimai Katchi,266,3,269,0.12,228548,74809,88992,False
Jayankondam,GURUNATHAN N.,Independent,175,2,177,0.08,228548,524736,88992,False
Jayankondam,KANNAN K.,Independent,158,0,158,0.07,228548,524736,88992,False
Jayankondam,AZHAGESAN V.R.,Desiya Makkal Sakthi Katchi,151,0,151,0.07,228548,2279,88992,False
Jayankondam,ISAC NEWTAN J.,Independent,114,1,115,0.05,228548,524736,88992,False
Jayankondam,VEZHAVENTHAN D.,Independent,99,1,100,0.04,228548,524736,88992,False
Jayankondam,VENKATAJALAPATHI R.,Independent,53,1,54,0.02,228548,524736,88992,False
Jolarpet,VEERAMANI K.C.,All India Anna Dravida Munnetra Kazhagam,77814,819,78633,36.91,213042,10462146,78633,True
Jolarpet,MUNISAMY C,Tamilaga Vettri Kazhagam,61958,592,62550,29.36,213042,17226030,78633,False
Jolarpet,KAVITHADHANDAPANI,Dravida Munnetra Kazhagam,61376,601,61977,29.09,213042,11928996,78633,False
Jolarpet,SASIREKHA K,Naam Tamilar Katchi,5823,151,5974,2.8,213042,1972520,78633,False
Jolarpet,NOTA,None of the Above,684,11,695,0.33,213042,199800,78633,False
Jolarpet,PRIYA K,Independent,452,2,454,0.21,213042,524736,78633,False
Jolarpet,KALASTHIRI S,All India Uzhavargal Uzhaippalargal Katchi,368,2,370,0.17,213042,578,78633,False
Jolarpet,SENTHAMILSELVAN M,Naadaalum Makkal Katchi,363,0,363,0.17,213042,9715,78633,False
Jolarpet,THANGARAJ P,Independent,356,2,358,0.17,213042,524736,78633,False
Jolarpet,SIVAKUMAR V C,Bahujan Samaj Party,312,4,316,0.15,213042,53369,78633,False
Jolarpet,SASI REKA Y,Makkal Arasial Katchi,269,1,270,0.13,213042,1008,78633,False
Jolarpet,CHENNA KESAVAN C,Independent,214,2,216,0.1,213042,524736,78633,False
Jolarpet,KAVITHA C,Independent,155,0,155,0.07,213042,524736,78633,False
Jolarpet,KRISHNAMOORTHY D,Makkal Nala Kazhagam,145,4,149,0.07,213042,285,78633,False
Jolarpet,KAMATCHI S,Independent,123,5,128,0.06,213042,524736,78633,False
Jolarpet,SANKAR T.K,Tamizhaga Vaazhvurimai Katchi,98,6,104,0.05,213042,74809,78633,False
Jolarpet,CHENRAYAN A,Independent,98,1,99,0.05,213042,524736,78633,False
Jolarpet,VEERAMANI H,Independent,84,2,86,0.04,213042,524736,78633,False
Jolarpet,KAVITHA T,Independent,74,2,76,0.04,213042,524736,78633,False
Jolarpet,MOHANRAJ R,Independent,68,1,69,0.03,213042,524736,78633,False
Kadayanallur,RAJENDRAN. T. M,Dravida Munnetra Kazhagam,78809,1023,79832,35.97,221951,11928996,79832,True
Kadayanallur,C. KRISHNAMURALI,All India Anna Dravida Munnetra Kazhagam,72625,954,73579,33.15,221951,10462146,79832,False
Kadayanallur,ABDUL JALEEL. R. K,Tamilaga Vettri Kazhagam,48793,461,49254,22.19,221951,17226030,79832,False
Kadayanallur,ABUBACKER SIDDHEEQ,Naam Tamilar Katchi,10813,152,10965,4.94,221951,1972520,79832,False
Kadayanallur,KAVITHA. R,Puthiya Tamilagam,2785,97,2882,1.3,221951,93652,79832,False
Kadayanallur,ESAKKI PANDI. K,Independent,575,1,576,0.26,221951,524736,79832,False
Kadayanallur,MURUGAN. P,Independent,535,2,537,0.24,221951,524736,79832,False
Kadayanallur,NOTA,None of the Above,521,6,527,0.24,221951,199800,79832,False
Kadayanallur,T. MAHESHKUMAR,Bahujan Samaj Party,505,5,510,0.23,221951,53369,79832,False
Kadayanallur,BARISHA BANU. M,Independent,463,4,467,0.21,221951,524736,79832,False
Kadayanallur,GANESAN. M,Independent,396,17,413,0.19,221951,524736,79832,False
Kadayanallur,SEENIVASAN. S,Independent,369,11,380,0.17,221951,524736,79832,False
Kadayanallur,SHAHIN FATHIMA. A,Tamizhaga Vaazhvurimai Katchi,351,5,356,0.16,221951,74809,79832,False
Kadayanallur,NAGARAJAN. L,Independent,290,0,290,0.13,221951,524736,79832,False
Kadayanallur,RAJAN. B. S,Aanaithinthiya Jananayaka Pathukappu Kazhagam,238,6,244,0.11,221951,22964,79832,False
Kadayanallur,RAJAMARAVAN. S,Independent,231,3,234,0.11,221951,524736,79832,False
Kadayanallur,PARTHIPAN. V,Independent,212,4,216,0.1,221951,524736,79832,False
Kadayanallur,LAKSHMI. A,Samata Party,176,3,179,0.08,221951,712,79832,False
Kadayanallur,ESAKKI. K,Independent,138,0,138,0.06,221951,524736,79832,False
Kadayanallur,S. MURUGANANTHAM,Independent,107,2,109,0.05,221951,524736,79832,False
Kadayanallur,VENKATESH. P,Independent,108,1,109,0.05,221951,524736,79832,False
Kadayanallur,M. ARUMUGASAMY,Independent,99,2,101,0.05,221951,524736,79832,False
Kadayanallur,SURESHKUMAR. S,Naam Indiar Party,53,0,53,0.02,221951,4474,79832,False
Kalasapakkam,AGRI KRISHNAMURTHY. S S,All India Anna Dravida Munnetra Kazhagam,88576,1053,89629,41.86,214127,10462146,89629,True
Kalasapakkam,SARAVANAN. P.S.T,Dravida Munnetra Kazhagam,62130,759,62889,29.37,214127,11928996,89629,False
Kalasapakkam,ELUMALAI. P,Tamilaga Vettri Kazhagam,51091,575,51666,24.13,214127,17226030,89629,False
Kalasapakkam,SEETHA SIVANANDAM. P,Naam Tamilar Katchi,5173,139,5312,2.48,214127,1972520,89629,False
Kalasapakkam,SANTHAKUMARAN. A,Independent,686,11,697,0.33,214127,524736,89629,False
Kalasapakkam,DEIVEEGAN. P,Independent,654,0,654,0.31,214127,524736,89629,False
Kalasapakkam,KRISHNAMURTHY. R,Independent,575,1,576,0.27,214127,524736,89629,False
Kalasapakkam,BALAJI. P,Independent,433,0,433,0.2,214127,524736,89629,False
Kalasapakkam,NOTA,None of the Above,410,13,423,0.2,214127,199800,89629,False
Kalasapakkam,SARAVANAN. K,Independent,404,1,405,0.19,214127,524736,89629,False
Kalasapakkam,SATHYA. V,Naadaalum Makkal Katchi,242,3,245,0.11,214127,9715,89629,False
Kalasapakkam,KAMARAJ. G,Independent,184,14,198,0.09,214127,524736,89629,False
Kalasapakkam,KOTHANDAPANI. B,Independent,173,2,175,0.08,214127,524736,89629,False
Kalasapakkam,RAJA. N,Independent,152,4,156,0.07,214127,524736,89629,False
Kalasapakkam,MANIKANDAN. K,Independent,145,2,147,0.07,214127,524736,89629,False
Kalasapakkam,KRISHNAMURTHY. M,Independent,105,0,105,0.05,214127,524736,89629,False
Kalasapakkam,SARAVANAN. V,Tamizhaga Vaazhvurimai Katchi,91,11,102,0.05,214127,74809,89629,False
Kalasapakkam,SUMAN. M,Aanaithinthiya Jananayaka Pathukappu Kazhagam,87,4,91,0.04,214127,22964,89629,False
Kalasapakkam,BASKARAN. R,Independent,75,0,75,0.04,214127,524736,89629,False
Kalasapakkam,KRISHNAMURTHY. S,Independent,60,6,66,0.03,214127,524736,89629,False
Kalasapakkam,ELUMALAI. S,Independent,45,1,46,0.02,214127,524736,89629,False
Kalasapakkam,ELUMALAI. T,Independent,37,0,37,0.02,214127,524736,89629,False
Kallakurichi,ARUL VIGNESH C,Tamilaga Vettri Kazhagam,80572,560,81132,32.5,249626,17226030,81132,True
Kallakurichi,RAJEEVGANDHI S,All India Anna Dravida Munnetra Kazhagam,79562,772,80334,32.18,249626,10462146,81132,False
Kallakurichi,MALATHI K,Viduthalai Chiruthaigal Katchi,76696,970,77666,31.11,249626,540056,81132,False
Kallakurichi,NAGAMMAL RAJKODI,Naam Tamilar Katchi,7379,115,7494,3.0,249626,1972520,81132,False
Kallakurichi,NOTA,None of the Above,847,36,883,0.35,249626,199800,81132,False
Kallakurichi,VIGNESH G,Independent,649,4,653,0.26,249626,524736,81132,False
Kallakurichi,VASANTHAKUMAR S,Independent,412,5,417,0.17,249626,524736,81132,False
Kallakurichi,RAJIVGANDHI P,Independent,306,2,308,0.12,249626,524736,81132,False
Kallakurichi,SELVARAJ M,Independent,219,0,219,0.09,249626,524736,81132,False
Kallakurichi,RAJIVGANDHI S,Independent,196,0,196,0.08,249626,524736,81132,False
Kallakurichi,MALATHI K,Independent,177,2,179,0.07,249626,524736,81132,False
Kallakurichi,PRABU C,Independent,145,0,145,0.06,249626,524736,81132,False
Kancheepuram,R.V. RANJITHKUMAR,Tamilaga Vettri Kazhagam,90321,1029,91350,37.09,246317,17226030,91350,True
Kancheepuram,V. SOMASUNDARAM,All India Anna Dravida Munnetra Kazhagam,74717,1145,75862,30.8,246317,10462146,91350,False
Kancheepuram,NITHYA SUGUMAR,Dravida Munnetra Kazhagam,68204,1140,69344,28.15,246317,11928996,91350,False
Kancheepuram,VETRISELVI,Naam Tamilar Katchi,6807,143,6950,2.82,246317,1972520,91350,False
Kancheepuram,NOTA,None of the Above,1047,31,1078,0.44,246317,199800,91350,False
Kancheepuram,G. BABU,Independent,361,3,364,0.15,246317,524736,91350,False
Kancheepuram,M. MEGANATHAN,Independent,283,3,286,0.12,246317,524736,91350,False
Kancheepuram,M. NANDHAKUMAR,Anti Corruption Dynamic Party,215,2,217,0.09,246317,4558,91350,False
Kancheepuram,V. NARESH,Tamizhaga Vaazhvurimai Katchi,177,1,178,0.07,246317,74809,91350,False
Kancheepuram,E. DHAKSHNAMOORTHY,Independent,169,9,178,0.07,246317,524736,91350,False
Kancheepuram,M. BALAJI,Independent,135,3,138,0.06,246317,524736,91350,False
Kancheepuram,P. VENKATESAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,104,6,110,0.04,246317,133479,91350,False
Kancheepuram,V. SOMASUNDARAM,Independent,62,16,78,0.03,246317,524736,91350,False
Kancheepuram,GNANAMOORTHY,Independent,51,23,74,0.03,246317,524736,91350,False
Kancheepuram,M. SOMASUNDARAM,Independent,68,0,68,0.03,246317,524736,91350,False
Kancheepuram,C. DILLIBABU,Independent,40,2,42,0.02,246317,524736,91350,False
Kangayam,NSN NATARAJ,All India Anna Dravida Munnetra Kazhagam,70352,770,71122,34.94,203534,10462146,71122,True
Kangayam,MANI GOUNDER,Tamilaga Vettri Kazhagam,62485,504,62989,30.95,203534,17226030,71122,False
